Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,사업장명,인허가일자,영업상태명,폐업일자,지번주소,도로명주소,좌표정보(X),좌표정보(Y),소재지면적,가격대,위도,경도,지하철역과거리,주변저가형카페수,주변중저가형카페수,주변고가형카페수,주변평균월세,주변유동인구수
78,78.0,78.0,78.0,이디야커피,2013-12-20,영업/정상,,서울특별시 종로구 낙원동 45-3,"서울특별시 종로구 삼일대로 436-1, 1층 (낙원동)",198872.949115346,452367.004193038,22.51,중저가,37.57359366759273,126.98513960002664,0.3772993841860835,1.0,0.0,1.0,82.53333333333333,5140681.0
79,79.0,79.0,79.0,이디야 중랑묵동점,2023-05-12,영업/정상,,서울특별시 중랑구 묵동 171-9,"서울특별시 중랑구 공릉로 42, 1층 (묵동)",206843.745868701,456900.039089933,72.6,중저가,37.61441139450294,127.07541084849602,0.44378028344865,4.0,1.0,3.0,46.333333333333336,1788043.0
80,80.0,80.0,80.0,이디야커피 서울간호대점,2024-07-25,영업/정상,,서울특별시 서대문구 홍제동 279-14,"서울특별시 서대문구 간호대로 8, 1층 (홍제동)",195408.789280796,454934.032813234,47.0,중저가,37.59671122439825,126.9459090520274,1.0043318984439644,0.0,0.0,0.0,38.18888888888889,1644619.0
81,81.0,81.0,81.0,이디야 커피 송파 와이즈더샵점,2024-07-26,영업/정상,,서울특별시 송파구 장지동 895 송파와이즈더샵,"서울특별시 송파구 위례광장로 270, G-108호 (장지동, 송파와이즈더샵)",212609.377447603,441586.029967716,53.18,중저가,37.47637329714055,127.1404516282882,1.2791490457781094,0.0,0.0,0.0,30.91111111111111,3972990.0
82,83.0,83.0,83.0,창동현대타운이디야점,2015-08-10,폐업,2023-11-03,서울특별시 도봉구 창동 657-142,"서울특별시 도봉구 도봉로114길 22, 1층 (창동)",203079.403480819,460555.552646723,118.22,중저가,37.647366821830936,127.03279033998648,0.2760370817514146,7.0,1.0,2.0,44.73333333333333,6562361.0
83,84.0,84.0,84.0,이디야커피(한양대점),2009-09-14,폐업,2023-12-29,서울특별시 성동구 행당동 14-1 (지상1층),"서울특별시 성동구 사근동길 4 (행당동,(지상1층))",203601.487016216,450852.830007464,26.0,중저가,37.55994511711901,127.0386592914146,0.2666142265319779,2.0,0.0,0.0,62.02222222222223,2489186.0
84,85.0,85.0,85.0,이디야커피 삼성중앙역점,2022-04-07,영업/정상,,서울특별시 강남구 삼성동 71-15 우창빌딩,"서울특별시 강남구 삼성로 608, 우창빌딩 지상1층 (삼성동)",204638.735,445739.79,136.0,중저가,37.51387243468601,127.0503669441784,0.2292193704177434,1.0,0.0,1.0,46.53333333333333,9091416.0
85,86.0,86.0,86.0,이디야,20120409,영업/정상,,서울특별시 광진구 자양동 8-22번지 ,"서울특별시 광진구 아차산로30길 8, 2층 (자양동)",205905.381939151,448686.69670371,160.7,중저가,37.54041674317193,127.06471735193168,0.375852301881063,1.0,1.0,1.0,40.75555555555556,1723747.0
86,87.0,87.0,87.0,(주)이디야경희대캠퍼스점,20180104,영업/정상,,서울특별시 동대문구 회기동 1-5번지 ,"서울특별시 동대문구 경희대로 26, 호텔관광대학 1층 (회기동)",204469.209049094,454934.047367752,142.1,중저가,37.59671259198984,127.04850461982858,0.8388161908445632,0.0,0.0,0.0,36.16666666666666,1063149.0
87,88.0,88.0,88.0,EDIYA COFFEE 이디야커피 장위중앙점,2018-07-05,영업/정상,,서울특별시 성북구 장위동 230-112,"서울특별시 성북구 장위로 35, 1층 (장위동)",203530.809166139,456903.594601664,120.0,중저가,37.61446187599637,127.0378879852847,0.6943629707860424,1.0,0.0,0.0,36.55555555555556,3006617.0
88,89.0,89.0,89.0,이디야창동중앙점,2012-03-08,폐업,2023-02-21,서울특별시 도봉구 창동 74-5 외 2필지 1층,"서울특별시 도봉구 노해로63길 78, 1층 (창동, 외 2필지)",204023.562241856,461147.294725779,31.92,중저가,37.6526946899203,127.0434919722262,0.3920945280728705,2.0,0.0,2.0,42.04444444444444,1597250.0
89,90.0,90.0,90.0,이디야,2015-08-10,폐업,2023-10-25,서울특별시 은평구 불광동 357-14 1층,"서울특별시 은평구 연서로 275, 1층 (불광동)",193296.847623863,457624.618620068,56.0,중저가,37.62093979267868,126.92196964509016,0.2154744718411123,0.0,0.0,0.0,49.1888888888889,613312.0
90,91.0,91.0,91.0,이디야성수2가점,20130731,폐업,20220819,서울특별시 성동구 성수동2가 561-1 승재빌딩 지상1층,"서울특별시 성동구 성덕정길 106, 지상1층 (성수동2가, 승재빌딩)",204799.750078838,448317.872400495,99.0,중저가,37.53710000256001,127.0522047875105,0.5977876657746503,2.0,0.0,0.0,51.66666666666666,2383726.0
91,92.0,92.0,92.0,이디야 성산중앙점,2017-09-04,영업/정상,,서울특별시 마포구 성산동 228-1,"서울특별시 마포구 성미산로 78 (성산동, 1층일부)",192567.210922042,450896.344372486,80.0,중저가,37.56031347267184,126.91377378799444,0.6106206394377476,0.0,0.0,0.0,28.6,2440881.0
92,93.0,93.0,93.0,이디야신월7동점,20150529,영업/정상,,서울특별시 양천구 신월동 932-1번지 지상1층 ,"서울특별시 양천구 지양로 79, 지상1층 (신월동)",185164.274611167,446701.013450812,66.0,중저가,37.52242408555305,126.83007287719826,1.8173276828616247,1.0,0.0,0.0,47.12222222222224,248846.0
93,94.0,94.0,94.0,이디야 신정서부점,20180530,영업/정상,,서울특별시 양천구 신정동 761-21 ,"서울특별시 양천구 신정로11길 50-15, 지상1층 (신정동)",185638.316895237,445567.662820864,82.5,중저가,37.51222021323941,126.83545757533022,1.740735701464954,1.0,0.0,0.0,34.88888888888889,358754.0
94,95.0,95.0,95.0,이디야커피목동신목점,20140801,영업/정상,,서울특별시 양천구 목동 758-1번지 강산아파트제1동지하1층101호 ,"서울특별시 양천구 목동중앙로 85, 지하1층 101호 (목동, 강산아파트제1동)",188569.533100846,448315.673705478,85.11,중저가,37.53702073140286,126.8685686497845,1.269794970518231,1.0,0.0,0.0,28.6,6507633.0
95,96.0,96.0,96.0,이디야커피 등촌중앙점,2019-12-05,폐업,2024-08-20,서울특별시 강서구 등촌동 566-26 컴스웨이빌딩 1층,"서울특별시 강서구 등촌로 67, 컴스웨이빌딩 1층 (등촌동)",187836.091897907,448212.63908177,92.16,중저가,37.536082968958986,126.86027189852136,1.1765160244396622,1.0,0.0,1.0,28.6,6584223.0
96,97.0,97.0,97.0,이디야 마곡역점,2017-05-08,폐업,2023-07-27,서울특별시 강서구 마곡동 773-3 힐스테이트에코동익 (지상 1층) 상가-131호,"서울특별시 강서구 공항대로 195, 1층 상가-131호 (마곡동, 가양 1동 힐스테이트에코동익)",184835.390794256,450858.680912443,70.58,중저가,37.55987881541703,126.82626627044196,0.1147641781089959,4.0,0.0,4.0,28.6,44150.0
97,98.0,98.0,98.0,이디야 화곡남부시장점,2017-04-04,폐업,2024-07-08,서울특별시 강서구 화곡동 830-1 (지상 1층),"서울특별시 강서구 등촌로5길 80, 1층 (화곡동, 4동)",187464.403178638,447877.710664426,66.0,중저가,37.53306029387261,126.85607225141558,0.8671234396292156,1.0,0.0,0.0,28.6,6227217.0
98,99.0,99.0,99.0,이디야 우장산역점,2014-11-18,폐업,2023-02-10,서울특별시 강서구 화곡동 1006-1 (지상 1층),"서울특별시 강서구 강서로45길 5, 1층 (화곡동, 3동)",185423.233970186,449519.629161816,46.0,중저가,37.5478236623272,126.83294610929522,0.3430884404843001,2.0,0.0,3.0,34.24444444444445,269232.0
99,100.0,100.0,100.0,이디야영등포아크로타워점,20180402,영업/정상,,서울특별시 영등포구 영등포동7가 145-8번지 아크로타워 스퀘어 상가1동 1층 2호 2-1호 ,"서울특별시 영등포구 국회대로54길 10, 상가1동 1층 2,2-1호 (영등포동7가, 아크로타워 스퀘어)",191714.388435407,446839.517754104,59.93,중저가,37.523754497031184,126.90416769560396,0.2161326719835783,1.0,1.0,0.0,55.45555555555556,6791570.0
100,101.0,101.0,101.0,이디야커피 고덕래미안힐스점,2017-12-26,폐업,2023-05-30,서울특별시 강동구 고덕동 688 래미안힐스테이트고덕,"서울특별시 강동구 아리수로50길 50, 149~151호 (고덕동, 래미안힐스테이트고덕)",212926.089912845,450751.524331915,68.0,중저가,37.55894942369064,127.14419246197698,0.8681361768451429,1.0,0.0,0.0,55.45555555555556,13334438.0
101,102.0,102.0,102.0,이디야커피 보훈병원점,20140818,영업/정상,,서울특별시 강동구 둔촌동 556 암펠로스타워 105호,"서울특별시 강동구 명일로 110, 105호 (둔촌동, 암펠로스타워)",212577.040818432,447411.826077751,101.52,중저가,37.52886390420488,127.1401851133207,0.4050817740034084,1.0,0.0,0.0,45.51111111111111,14678298.0
102,103.0,103.0,103.0,이디야 도산사거리점,2015-09-14,영업/정상,,서울특별시 강남구 논현동 98-12 청호불교문화원 나동1층107호,"서울특별시 강남구 언주로148길 14, 나동 지상1층 107호 (논현동, 청호불교문화원)",203121.203642767,446464.379990564,71.47,중저가,37.52040723255082,127.0332052190074,0.5549640932372909,2.0,0.0,2.0,55.45555555555556,3514646.0
103,104.0,104.0,104.0,이디야커피 강동신명초교점,20211026,영업/정상,,서울특별시 강동구 길동 92 길동신동아아파트 ,"서울특별시 강동구 명일로 260, 길동신동아아파트 상가동 1층 106,107,116,117호 (길동)",212967.198454297,448814.972105093,99.31,중저가,37.54150074327468,127.14462368292531,0.522049150516583,1.0,0.0,0.0,55.45555555555556,2166509.0
104,105.0,105.0,105.0,이디야 암사3동점,2020-01-29,폐업,2023-08-02,서울특별시 강동구 암사동 413-3 프라이어팰리스,"서울특별시 강동구 고덕로 140, 프라이어팰리스 1층 101호 (암사동)",212366.840633987,450251.758832252,44.70,중저가,37.55445423273565,127.13785464721752,0.5344241759451821,0.0,0.0,1.0,55.45555555555556,5240525.0
105,106.0,106.0,106.0,이디야커피 길동역점,20111123,영업/정상,,서울특별시 강동구 길동 389-2번지 ,"서울특별시 강동구 양재대로 1471, 1층 (길동)",212251.603548884,448345.727351302,58.74,중저가,37.53728262682475,127.13651886843688,0.2809336201970401,3.0,0.0,4.0,55.45555555555556,1022806.0
106,107.0,107.0,107.0,이디야(EDIYA COFFEE),20150206,영업/정상,,서울특별시 강동구 명일동 347-3번지 ,서울특별시 강동구 상암로 210 (명일동),212813.752460253,449347.889402584,155.88,중저가,37.54630440418028,127.14289667793872,0.0369219534014994,3.0,0.0,2.0,55.45555555555556,2762074.0
107,108.0,108.0,108.0,이디야 길동중앙점,2014-10-10,영업/정상,,서울특별시 강동구 길동 252-92 1층,"서울특별시 강동구 명일로 200, 1층 (길동)",212828.791870233,448263.618244733,40.00,중저가,37.5365350262217,127.14304801790288,0.3014023182077662,1.0,0.0,1.0,55.45555555555556,13373101.0
108,109.0,109.0,109.0,이디야커피 천호현대점,2009-12-28,영업/정상,,서울특별시 강동구 천호동 432-2 101호,"서울특별시 강동구 올림픽로 665 (천호동,101호)",210864.001866589,448759.642221575,29.70,중저가,37.54102924885122,127.12082497568328,0.3519067329278662,3.0,1.0,7.0,55.45555555555556,5284477.0
109,110.0,110.0,110.0,이디야,20151202,영업/정상,,서울특별시 강동구 천호동 454-15번지 ,서울특별시 강동구 천호대로 1027 (천호동),211096.952458378,448450.575807613,64.00,중저가,37.53824183284689,127.12345617839078,0.0406390613844184,4.0,2.0,11.0,55.45555555555556,5284477.0
110,111.0,111.0,111.0,이디야커피 암사중앙점,20170615,영업/정상,,서울특별시 강동구 암사동 479-13번지 ,"서울특별시 강동구 암사길 50, 근린생활시설동 105호 (암사동)",211847.584869939,449932.798379936,80.99,중저가,37.55158721926501,127.1319730774644,0.3383611550013433,0.0,0.0,0.0,82.53333333333333,5240525.0
111,112.0,112.0,112.0,이디야 트윈트리타워점,2018-04-24,폐업,2023-08-28,서울특별시 종로구 중학동 14 트윈 트리 빌딩,"서울특별시 종로구 율곡로 6, 트윈 트리 빌딩 제에이동 제지2층 제비201호,제비203호,제비204(12호)호 (중학동)",198176.159239663,452574.67151361,96.56,중저가,37.57546355894783,126.9772514120955,0.3579963738688673,1.0,0.0,6.0,37.3,1684450.0
112,113.0,113.0,113.0,이디야커피 우면동점,2018-07-26,영업/정상,,서울특별시 서초구 우면동 2-8 1층,"서울특별시 서초구 바우뫼로 20, 1층 (우면동)",202167.64879504,440869.403699118,130.58,중저가,37.469999193487865,127.02240266998665,1.7443883036390768,1.0,0.0,0.0,55.45555555555556,1738027.0
113,114.0,114.0,114.0,이디야커피 (올림픽북문점),20150521,영업/정상,,서울특별시 강동구 성내동 448-7번지 ,서울특별시 강동구 성안로 7 (성내동),211324.022842093,446930.379410235,162.72,중저가,37.52454224539331,127.12600209923994,0.7783936375894194,1.0,0.0,3.0,55.45555555555556,4574000.0
114,115.0,115.0,115.0,이디야강동구청점,20060616,영업/정상,,서울특별시 강동구 성내동 556-2 청일 베르네,"서울특별시 강동구 성내로6길 20, 청일 베르네 1층 104,105호 (성내동, 청일 베르네)",210744.81545375,447427.034954557,49.03,중저가,37.529023959755264,127.1194570047748,0.2818219770544806,3.0,0.0,2.0,55.45555555555556,7018784.0
115,116.0,116.0,116.0,이디야커피(EDIYA COFFEE),20100601,영업/정상,,서울특별시 강동구 천호동 450번지 강동쌍떼빌 제엘106호 ,"서울특별시 강동구 천호대로 1065 (천호동,강동쌍떼빌 제엘106호)",211457.045549012,448314.585474708,42.00,중저가,37.53701219579274,127.1275283841358,0.2699781049898963,2.0,0.0,3.0,55.45555555555556,1378426.0
116,117.0,117.0,117.0,이디야 명일역점,20220221,영업/정상,,서울특별시 강동구 명일동 325-11 명일메가타운 ,"서울특별시 강동구 구천면로 424, 명일메가타운 113,114호 (명일동)",212793.83711847,449793.19620496,66.00,중저가,37.550316842426746,127.1426790397406,0.1091239364290213,4.0,1.0,2.0,138.7,5894190.0
117,118.0,118.0,118.0,이디야커피숍 명동중앙2호점,2016-04-22,폐업,2023-02-14,서울특별시 중구 충무로2가 12-14 1층,"서울특별시 중구 명동8가길 37, 1층 (충무로2가)",198793.839451057,451072.1392557,50.49,중저가,37.56192698016944,126.98424632265976,0.1784649096676681,1.0,2.0,23.0,55.45555555555556,3084116.0
118,119.0,119.0,119.0,이디야커피 암사역점,2010-09-28,폐업,2023-07-24,서울특별시 강동구 암사동 501-1 암사501타워103호,"서울특별시 강동구 올림픽로 782 (암사동,암사501타워103호)",211252.499429603,449861.448298428,39.60,중저가,37.55095177574945,127.1252376273647,0.2599037144714924,2.0,0.0,1.0,55.45555555555556,5486109.0
119,120.0,120.0,120.0,이디야천호역점,2011-08-17,폐업,2023-12-28,서울특별시 강동구 성내동 64-13 브라운스톤 1층 제에프102-1호,서울특별시 강동구 천호대로 1006 (성내동),210871.293674366,448421.092547965,43.87,중저가,37.53797886250759,127.12090250192549,0.229895336179907,3.0,2.0,8.0,55.45555555555556,5284477.0
120,121.0,121.0,121.0,이디야 커피,20191108,영업/정상,,서울특별시 강동구 천호동 427-3 천호엘크루주상복합,"서울특별시 강동구 올림픽로 660, 1층 105호 (천호동, 천호엘크루주상복합)",210935.038615054,448663.480515858,67.10,중저가,37.54016200661259,127.1216273360373,0.2326834388401077,5.0,3.0,12.0,36.55555555555556,5284477.0
121,122.0,122.0,122.0,이디야 미아역점,20101025,영업/정상,,서울특별시 강북구 미아동 207-3 (도봉로207)(지상1층),"서울특별시 강북구 도봉로 207 (미아동,(도봉로207)(지상1층))",202176.190112117,458307.022168741,41.95,중저가,37.62711058564855,127.0225493774391,0.3227572034620609,1.0,0.0,2.0,55.45555555555556,7220909.0
122,123.0,123.0,123.0,이디야커피,20190326,영업/정상,,서울특별시 강동구 고덕동 225 102호,"서울특별시 강동구 동남로82길 121, 1층 (고덕동)",214395.085383506,450916.226783841,73.63,중저가,37.560411703113495,127.16082137410456,0.8383339100322422,0.0,0.0,1.0,55.45555555555556,787083.0
123,124.0,124.0,124.0,이디야 고덕교차로점,20220414,영업/정상,,서울특별시 강동구 강일동 727 대한연세요양원,"서울특별시 강동구 고덕로 421, 대한연세요양원 1층 (강일동)",215176.795646392,450585.301230896,112.00,중저가,37.55741762650427,127.16966191370112,0.5331655224296106,0.0,0.0,2.0,32.56666666666667,787083.0
124,125.0,125.0,125.0,이디야커피 잠실월드점,20140207,폐업,20220518,서울특별시 송파구 신천동 11-4 잠실푸르지오월드마크 지상1층 129호,"서울특별시 송파구 올림픽로35가길 9, 지상1층 129호 (신천동, 잠실푸르지오월드마크)",209087.122362019,446139.152554604,45.14,중저가,37.51743791643555,127.10068733357092,0.3449908361651592,1.0,0.0,4.0,46.7,168012.0
125,126.0,126.0,126.0,이디야커피 압구정로데오역점,20221017,영업/정상,,서울특별시 강남구 신사동 661-14,"서울특별시 강남구 선릉로161길 20, 지상1층 102호 (신사동)",203362.470743292,447255.500059519,56.58,중저가,37.52753435348755,127.035937969088,0.8060136802659895,4.0,0.0,4.0,26.266666666666666,465419.0
