Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,사업장명,인허가일자,영업상태명,폐업일자,지번주소,도로명주소,좌표정보(X),좌표정보(Y),소재지면적,가격대,위도,경도,지하철역과거리,주변저가형카페수,주변중저가형카페수,주변고가형카페수,주변평균월세,주변유동인구수
495,502.0,502.0,502.0,이디야 커피,20121112,영업/정상,,서울특별시 금천구 시흥동 890-10번지 지상1층 ,"서울특별시 금천구 시흥대로 198 (시흥동, 지상1층)",191276.620768422,438833.600388738,50.84,중저가,37.45161717586589,126.89931100925774,3.45246915093077,0.0,0.0,1.0,47.12222222222224,566588.0
496,503.0,503.0,503.0,이디야 가산리더스타워점,20160216,영업/정상,,"서울특별시 금천구 가산동 60-15번지 리더스타워 B101호,B102호 ","서울특별시 금천구 벚꽃로 286, 지하1층 B101,B102호 (가산동, 리더스타워)",189685.516219475,442026.468974479,120.18,중저가,37.48036851028966,126.88128409428752,0.1231918451042362,5.0,1.0,10.0,47.12222222222224,4504033.0
497,504.0,504.0,504.0,이디야커피숍,2015-01-20,폐업,2024-03-04,서울특별시 금천구 가산동 470-5,"서울특별시 금천구 가산디지털1로 196, 102호 (가산동, 에이스테크노타워10차)",189417.708595762,442309.174987731,97.47,중저가,37.4829126446518,126.878252205867,0.512523700164929,6.0,1.0,5.0,47.12222222222224,4504033.0
498,505.0,505.0,505.0,이디야 독산동점,2009-04-22,영업/정상,,서울특별시 금천구 독산동 1038 창영빌딩,"서울특별시 금천구 독산로 218, 창영빌딩 1층 일부호 (독산동)",191261.43301181,440475.567477615,108.00,중저가,37.46641121526741,126.899119764653,2.0874744627866826,3.0,0.0,0.0,47.12222222222224,3968034.0
499,506.0,506.0,506.0,가산대륭19차점 이디야,2018-07-26,폐업,2023-09-20,서울특별시 금천구 가산동 345-29 대륭테크노타운19차 지상1층 101일부호,"서울특별시 금천구 가산디지털2로 70, 대륭테크노타운19차 지상1층 101일부호 (가산동)",189504.258704224,441390.738560411,65.80,중저가,37.47463852500644,126.8792439288225,0.6054163199691862,3.0,1.0,0.0,47.12222222222224,2645419.0
500,507.0,507.0,507.0,이디야 석수푸르지오점,20210712,영업/정상,,"서울특별시 금천구 시흥동 978-2 위너스타워, 1층 ","서울특별시 금천구 삼성산길 11, 위너스타워 1층 (시흥동)",191507.333419018,436888.773525926,77.05,중저가,37.43409632681825,126.90194097116154,5.345114211694844,0.0,0.0,1.0,34.24444444444445,110228.0
501,508.0,508.0,508.0,이디야 개화산역점,20110523,폐업,20221220,서울특별시 강서구 방화동 849-0 벽산에어트리움 (지상 1층) 본관동 105호,"서울특별시 강서구 양천로 28, 벽산에어트리움 본관동 1층 105호 (방화동)",182876.367858149,452247.393831256,44.05,중저가,37.57235643996594,126.80406179993368,0.1496132652413736,0.0,1.0,1.0,34.24444444444445,215245.0
502,509.0,509.0,509.0,이디야 에이스가산포휴점,2020-12-01,폐업,2023-07-11,서울특별시 금천구 가산동 517-4 에이스 가산 포휴(지식산업센터),"서울특별시 금천구 가산디지털1로 225, 에이스 가산 포휴(지식산업센터) 지상1층 102호, 103호 일부호 (가산동)",189202.181652324,442562.722742062,72.90,중저가,37.485194600052935,126.8758116612844,0.8450952304017574,1.0,0.0,0.0,34.24444444444445,4504033.0
503,510.0,510.0,510.0,이디야커피,20160331,폐업,20211123,서울특별시 금천구 가산동 345-13 파트너스타워1차 101호 ,"서울특별시 금천구 가산디지털1로 83, 지상1층 101호 (가산동, 파트너스타워1차)",189700.026948955,441229.110998601,68.20,중저가,37.47318447445846,126.88145936663588,0.7104194619220493,2.0,1.0,0.0,34.88888888888889,2645419.0
504,511.0,511.0,511.0,이디야커피 가산디지털점,20140822,폐업,20200327,서울특별시 금천구 가산동 429-1번지 112호,"서울특별시 금천구 가산디지털2로 108, 지상1층 112호 (가산동, 뉴티캐슬)",189364.095969911,441746.981529543,140.40,중저가,37.47784666403345,126.87765421270858,0.4447972701360274,2.0,1.0,3.0,36.98888888888889,4504033.0
505,512.0,512.0,512.0,이디야 패션아일랜드점,20100820,폐업,20160105,서울특별시 금천구 가산동 60-19번지 SJ테크노빌(1층) ,"서울특별시 금천구 벚꽃로 278 (가산동,SJ테크노빌(1층))",189722.178532426,441920.972770099,13.95,중저가,37.47941840044647,126.88170007523917,0.0478211684108558,7.0,2.0,11.0,34.24444444444445,4504033.0
506,513.0,513.0,513.0,이디야커피가산디지털점,20100719,폐업,20141021,"서울특별시 금천구 가산동 371-16번지 IT캐슬 2차 102,102-1호 지상1층 ","서울특별시 금천구 가산디지털1로 137 (가산동, IT캐슬2차 102,102-1호 지상1층)",189497.04098479,441728.27059771,70.66,중저가,37.477679607651496,126.87915749175748,0.3405282223569342,2.0,2.0,5.0,34.24444444444445,2645419.0
507,514.0,514.0,514.0,이디야커피당산버드나루점,2019-02-20,영업/정상,,서울특별시 영등포구 영등포동7가 94-50 102호,"서울특별시 영등포구 버드나루로 87, 1층 102호 (영등포동7가)",191860.500789702,447080.889146231,128.83,중저가,37.52593054843495,126.90581788891063,0.4121136714084882,0.0,1.0,0.0,34.24444444444445,6791570.0
508,515.0,515.0,515.0,이디야커피 신길성애병원점,2019-09-25,영업/정상,,서울특별시 영등포구 신길동 466-1,"서울특별시 영등포구 여의대방로53길 27, 1층 (신길동)",192993.454938052,445517.377987492,111.74,중저가,37.51185276746852,126.9186497750224,0.8067343571703769,1.0,0.0,1.0,34.24444444444445,153918.0
509,516.0,516.0,516.0,이디야커피도림점,20180125,영업/정상,,서울특별시 영등포구 도림동 226-1번지 도림빌딩 1층 102호 ,"서울특별시 영등포구 도신로15길 40, 도림빌딩 1층 102호 (도림동)",190786.485312253,445159.80654346,75.48,중저가,37.50861152651609,126.89369204201137,0.2282736321430673,1.0,0.0,0.0,36.98888888888889,906811.0
510,517.0,517.0,517.0,이디야양평동2가점,2018-01-11,영업/정상,,서울특별시 영등포구 양평동2가 37-3 오목교투웨니퍼스트 102동 101호,"서울특별시 영등포구 선유서로25길 19, 오목교투웨니퍼스트 102동 101호 (양평동2가)",189653.829218246,446904.888609368,58.22,중저가,37.52432254230185,126.88085683099963,0.4629096427779444,1.0,0.0,1.0,34.24444444444445,1949515.0
511,518.0,518.0,518.0,이디야,20090529,영업/정상,,서울특별시 영등포구 당산동5가 11-33번지 (당산디오빌 103-4호) ,"서울특별시 영등포구 당산로 222 (당산동5가,(당산디오빌 103-4호))",191292.095160096,447892.078672003,33.05,중저가,37.5332340801925,126.89937796574782,0.3604385649694172,2.0,0.0,4.0,34.24444444444445,4483402.0
512,519.0,519.0,519.0,이디야 도림사거리,20180306,영업/정상,,서울특별시 영등포구 신길동 363-4번지 2층 ,"서울특별시 영등포구 도림로 326, 2층 (신길동)",191247.597401516,444934.040821666,136.30,중저가,37.50658190346011,126.89890999507836,0.7286711163615173,0.0,0.0,0.0,34.24444444444445,192146.0
513,520.0,520.0,520.0,이디야커피신풍역점,2017-06-22,폐업,2024-06-12,"서울특별시 영등포구 신길동 3849 1층,2층","서울특별시 영등포구 신풍로 52-1 (신길동, 1층,2층)",192130.450702318,444196.675730792,140.16,중저가,37.499946271478976,126.90890288174607,0.0596972906876689,1.0,0.0,1.0,34.24444444444445,3742670.0
514,521.0,521.0,521.0,이디야커피여의도역점,20170814,영업/정상,,서울특별시 영등포구 여의도동 37번지 아일렉스상가 제지층 제비05호 ,"서울특별시 영등포구 의사당대로 108 (여의도동, 아일렉스상가 제지층 제비05호)",193209.283508484,446474.956573488,99.18,중저가,37.52048213427577,126.92108200966746,0.59019861547561,2.0,0.0,6.0,34.24444444444445,2148021.0
515,522.0,522.0,522.0,(주)이디야 한국수출입은행점,20141211,영업/정상,,서울특별시 영등포구 여의도동 16-1번지 1층 ,"서울특별시 영등포구 은행로 38 (여의도동, 1층)",193159.124448371,447376.605815263,93.59,중저가,37.52860556713603,126.92050614297123,0.8223768943897033,2.0,0.0,8.0,34.24444444444445,1740491.0
516,523.0,523.0,523.0,이디야당산중앙점,20160602,영업/정상,,서울특별시 영등포구 당산동4가 39-5번지 1층 ,"서울특별시 영등포구 당산로 159, 1층 (당산동4가)",190869.535849091,447418.610331007,92.19,중저가,37.52896405182018,126.8946031098664,0.4469259238581951,1.0,0.0,1.0,34.24444444444445,7306631.0
517,524.0,524.0,524.0,이디야,20130716,영업/정상,,서울특별시 영등포구 영등포동6가 49-1번지 1층 일부 ,"서울특별시 영등포구 영등포로35길 19 (영등포동6가, 1층 일부)",191465.132086637,446630.643919677,69.42,중저가,37.52187026783104,126.90135044176746,0.3840011165714169,4.0,2.0,3.0,34.24444444444445,5611151.0
518,525.0,525.0,525.0,이디야커피여의도농협재단빌딩점,20120619,영업/정상,,서울특별시 영등포구 여의도동 34-7번지 농협재단빌딩 중1층 ,"서울특별시 영등포구 국제금융로8길 2, 중1층 (여의도동, 농협재단빌딩)",193751.84893094,446642.383026008,82.64,중저가,37.52199450767122,126.92721804571524,0.1416637522283007,3.0,1.0,8.0,34.24444444444445,6362499.0
519,526.0,526.0,526.0,이디야커피(보라매역),20140930,영업/정상,,서울특별시 영등포구 신길동 501번지 순흥빌딩 1층 ,"서울특별시 영등포구 여의대방로 141 (신길동, 순흥빌딩 1층)",192853.871582086,444167.863370371,95.81,중저가,37.49969260266288,126.91708422209012,0.3080362243977589,2.0,0.0,1.0,34.24444444444445,230343.0
520,527.0,527.0,527.0,이디야대림역점,20120402,영업/정상,,서울특별시 영등포구 대림동 1052-45번지 1층(일부) ,"서울특별시 영등포구 도림로31길 2 (대림동, 1층(일부))",190726.421381571,443376.987146614,78.90,중저가,37.492547769885455,126.89303533049626,0.3097492412588372,2.0,0.0,2.0,34.24444444444445,7816113.0
521,528.0,528.0,528.0,이디야커피,2014-03-24,폐업,2023-12-28,서울특별시 영등포구 영등포동4가 66 지상1층,"서울특별시 영등포구 영중로 37 (영등포동4가, 지상1층)",191505.950229879,446364.951065599,99.17,중저가,37.51947676981581,126.90181527567822,0.4579379224716403,3.0,5.0,9.0,34.24444444444445,517677.0
522,529.0,529.0,529.0,이디야커피 신길역점,20151109,영업/정상,,"서울특별시 영등포구 신길동 59-2번지 103호, 108-1호 ","서울특별시 영등포구 영등포로 353, 103호, 108-1호 (신길동)",192689.195810536,445874.843268008,69.31,중저가,37.51507113425944,126.91520482312308,0.3786160906747233,0.0,0.0,0.0,34.24444444444445,1768171.0
523,530.0,530.0,530.0,이디야여의나루역점,20160719,영업/정상,,"서울특별시 영등포구 여의도동 21-4번지 공작상가 2층 201,220,221호 ","서울특별시 영등포구 여의나루로 113, 2층 201,220,221호 (여의도동, 공작상가 )",193809.01252005,447090.147928667,98.16,중저가,37.526029233365065,126.92786088028278,0.3197630920570664,1.0,0.0,2.0,34.88888888888889,6362499.0
524,531.0,531.0,531.0,이디야커피,20120402,영업/정상,,서울특별시 영등포구 영등포동2가 94-23번지 1층(일부) ,"서울특별시 영등포구 버드나루로 51 (영등포동2가, 1층(일부))",192027.62098867,446764.152565179,39.88,중저가,37.52307824181355,126.90771194394073,0.2026000944966441,0.0,0.0,0.0,34.24444444444445,2077213.0
525,532.0,532.0,532.0,이디야커피신길썬프라자,20140317,영업/정상,,서울특별시 영등포구 신길동 4662 지상1층 ,"서울특별시 영등포구 신길로 42 (신길동, 지상1층)",191850.114050624,443811.931347734,97.20,중저가,37.49647728271417,126.905736891042,0.5348630329526479,2.0,0.0,0.0,34.24444444444445,1212049.0
526,533.0,533.0,533.0,이디야커피영등포홈플러스점,20130416,영업/정상,,서울특별시 영등포구 문래동3가 55-3번지 홈플러스영등포점2층 엔제리너스코너 x4y4호,"서울특별시 영등포구 당산로 42, x4y4호 (문래동3가, 홈플러스영등포점2층 엔제리너스코너)",190729.506453391,446227.07504062,21.20,중저가,37.51822698956323,126.89303405683052,0.1364583663109409,0.0,0.0,1.0,34.88888888888889,245283.0
527,534.0,534.0,534.0,이디야커피영등포에이스점,20140609,영업/정상,,서울특별시 영등포구 문래동3가 55-20번지 에이스하이테크시티 2동 108호 ,"서울특별시 영등포구 경인로 775 (문래동3가, 에이스하이테크시티 2동 108호)",190996.357288859,445841.377603245,53.32,중저가,37.51475453569292,126.8960573231874,0.4121212445561956,2.0,0.0,1.0,34.24444444444445,13753613.0
528,535.0,535.0,535.0,이디야커피(신길중앙점),2014-06-13,폐업,2024-08-12,서울특별시 영등포구 신길동 163-21 2층,"서울특별시 영등포구 도신로 229 (신길동, 2층)",192548.362984912,445556.316071268,90.00,중저가,37.5122000823424,126.91361509959268,0.7058773193818273,0.0,0.0,0.0,34.24444444444445,5301163.0
529,536.0,536.0,536.0,이디야국회의사당역점,20200224,영업/정상,,서울특별시 영등포구 여의도동 17-13번지 이룸센터 ,"서울특별시 영등포구 의사당대로 22, 이룸센터 1층 (여의도동)",192671.748495509,447184.898323642,135.71,중저가,37.52687451940912,126.91499430159986,0.9349178914269995,3.0,1.0,6.0,34.24444444444445,1740491.0
530,537.0,537.0,537.0,이디야남부고용센터점,20200520,영업/정상,,서울특별시 영등포구 양평동3가 7-2번지 ,"서울특별시 영등포구 양산로 71, 1층 (양평동3가)",190303.824030868,446980.701577103,101.07,중저가,37.52501271482123,126.88820890248716,0.2017418068933561,1.0,1.0,0.0,34.24444444444445,1949515.0
531,538.0,538.0,538.0,이디야 영등포knk점,2021-07-20,영업/정상,,서울특별시 영등포구 영등포동8가 92 KnK디지털타워,"서울특별시 영등포구 영신로 220, KnK디지털타워 1층 105호 (영등포동8가)",191457.663413167,447179.850506981,67.40,중저가,37.5268185149093,126.90125952469892,0.4199786522037569,0.0,0.0,1.0,36.98888888888889,2118983.0
532,539.0,539.0,539.0,이디야 힐스테이트 클래시안점,20210802,영업/정상,,서울특별시 영등포구 신길동 240-16 힐스테이트 클래시안 ,"서울특별시 영등포구 신길로28길 9, 지하1,2층 3,16,17호 (신길동, 힐스테이트 클래시안)",192155.935566679,444674.972140723,108.00,중저가,37.50425592781247,126.90918594619272,0.4392333862459633,1.0,0.0,2.0,34.24444444444445,6427495.0
533,540.0,540.0,540.0,이디야(영등포그랜드점),20201029,영업/정상,,서울특별시 영등포구 양평동3가 37-1 ,"서울특별시 영등포구 양산로9길 15, 1층 (양평동3가)",190078.023467342,447154.841139412,64.87,중저가,37.52657928450872,126.8856521400421,0.1427818686583788,1.0,1.0,0.0,34.24444444444445,1949515.0
534,541.0,541.0,541.0,이디야신길아이파크점,2018-09-27,영업/정상,,서울특별시 영등포구 신길동 342-135 1층,"서울특별시 영등포구 도림로 280, 1층 (신길동)",191460.751456981,444529.734682561,59.83,중저가,37.50294112879322,126.90132546210091,0.770158132133321,0.0,0.0,0.0,34.24444444444445,1540742.0
535,542.0,542.0,542.0,이디야커피 대림1동점,20210120,영업/정상,,서울특별시 영등포구 대림동 756-4 ,"서울특별시 영등포구 도림로 198, 1층 (대림동)",191338.559088949,443808.042274712,79.00,중저가,37.49643755239634,126.8999521085576,0.4865189569294749,0.0,0.0,0.0,34.24444444444445,3252970.0
541,548.0,548.0,548.0,이디야 커피 영등포로타리점,20100707,폐업,20210831,서울특별시 영등포구 영등포동3가 1 필링크타워 지상1층 ,"서울특별시 영등포구 영등포로 272 (영등포동3가,필링크타워 지상1층)",192100.09731637,446237.843470409,75.90,중저가,37.51833685437205,126.90853752187355,0.5004499678943319,0.0,0.0,2.0,43.78888888888888,789438.0
542,549.0,549.0,549.0,이디야 부국증권점,20100302,폐업,20151223,서울특별시 영등포구 여의도동 34-2번지 부국증권 1층 102호 ,"서울특별시 영등포구 국제금융로6길 17 (여의도동,부국증권 1층 102호)",193573.052517915,446625.736028261,89.40,중저가,37.52184327902573,126.9251956155552,0.2190303334632966,3.0,1.0,10.0,26.58888888888889,6362499.0
543,550.0,550.0,550.0,이디야문래6가점,20140519,폐업,20160826,"서울특별시 영등포구 문래동6가 8번지 문래임광그대가 117,118호 ","서울특별시 영등포구 선유로 71 (문래동6가, 문래임광그대가 117,118호)",190107.271463999,446454.594611755,46.80,중저가,37.52027042564406,126.88599250315154,0.5612416807462918,3.0,0.0,2.0,43.78888888888888,1259118.0
544,551.0,551.0,551.0,이디야당산점,20120713,폐업,20141218,서울특별시 영등포구 당산동1가 20번지 ,"서울특별시 영등포구 영등포로 141-1, 1층 (당산동1가)",190855.671684931,446575.927341309,55.21,중저가,37.52137139569422,126.89445681842756,0.3386687519535646,1.0,0.0,0.0,34.24444444444445,117413.0
545,552.0,552.0,552.0,이디야커피사당점,2010-07-01,폐업,2024-07-10,서울특별시 동작구 사당동 1019-55,"서울특별시 동작구 동작대로 45, 1층 (사당동)",198294.096785509,442062.207077499,28.95,중저가,37.48074707950259,126.97861181874656,0.5031851035032304,2.0,0.0,2.0,46.333333333333336,3375480.0
546,553.0,553.0,553.0,이디야커피 노량진역사,20141013,영업/정상,,서울특별시 동작구 노량진동 60-11 9호선 노량진역 ,"서울특별시 동작구 노량진로 지하 130, 9호선 노량진역 (노량진동)",194705.650961734,445708.372377286,48.58,중저가,37.51358514389079,126.93801443422691,1.0219759096168226,3.0,2.0,3.0,43.78888888888888,7278814.0
547,554.0,554.0,554.0,이디야(대림성모점),2012-08-10,폐업,2024-07-30,서울특별시 동작구 신대방동 607-5 제1호동 1층,"서울특별시 동작구 시흥대로 658 (신대방동, 제1호동 1층)",191803.524952767,443132.741584701,62.81,중저가,37.49035737741711,126.9052176673057,0.6551212462702156,2.0,0.0,2.0,26.58888888888889,731692.0
548,555.0,555.0,555.0,이디야커피(총신대입구역점),20120116,영업/정상,,서울특별시 동작구 사당동 135-6,"서울특별시 동작구 동작대로 119-1, 지상2층 (사당동)",198327.80931491,442795.71561313,89.08,중저가,37.487356063812776,126.9789912422386,0.3007848898863162,3.0,0.0,5.0,34.24444444444445,3788479.0
549,556.0,556.0,556.0,이디야커피,20131014,영업/정상,,서울특별시 동작구 상도1동 753번지 1층 ,"서울특별시 동작구 상도로 277 (상도1동, 1층)",195365.944450911,444506.061881055,71.20,중저가,37.50275595727634,126.94549063577242,0.1796041915520453,0.0,1.0,1.0,43.78888888888888,5641710.0
550,557.0,557.0,557.0,이디야 남성역점,20140626,영업/정상,,서울특별시 동작구 사당동 708-366 ,"서울특별시 동작구 사당로17가길 13, 1층 (사당동)",197580.429824825,442401.456496301,64.50,중저가,37.48380207928856,126.97054197958715,0.1155796550091202,2.0,0.0,1.0,34.24444444444445,10777619.0
551,558.0,558.0,558.0,이디야커피 해군회관점,20140708,영업/정상,,서울특별시 동작구 대방동 385-24번지 ,"서울특별시 동작구 여의대방로 194, 1층 (대방동)",193056.569289539,444674.870776798,68.08,중저가,37.50426228698899,126.91937166447616,0.5325777420456025,1.0,1.0,0.0,60.3111111111111,5067893.0
552,559.0,559.0,559.0,이디야 커피,20221011,영업/정상,,서울특별시 노원구 공릉동 421-19 현대프라자,"서울특별시 노원구 공릉로46길 6, 현대프라자 1층 102호 (공릉동)",206948.010916259,458283.894144704,45.00,중저가,37.62687886911629,127.07660479145224,0.3616083598715701,2.0,2.0,0.0,26.58888888888889,2760815.0
553,560.0,560.0,560.0,이디야 이수중앙점,20160809,폐업,20221201,서울특별시 동작구 사당동 150-3,"서울특별시 동작구 사당로 285, 지상1층 (사당동)",198088.602971262,442497.524877751,70.92,중저가,37.4846688823816,126.97628734478624,0.4563105598059999,2.0,0.0,4.0,26.58888888888889,159510.0
554,561.0,561.0,561.0,이디야(노들점),20080702,영업/정상,,서울특별시 동작구 노량진동 141-0번지 ,서울특별시 동작구 노량진로 200 (노량진동),195324.934490753,445631.450029526,42.35,중저가,37.51289546288729,126.94501959276442,0.9734646866939688,0.0,0.0,1.0,26.58888888888889,699172.0
555,562.0,562.0,562.0,이디야커피 구로구청점,20221011,영업/정상,,서울특별시 구로구 구로동 103-8 네오팰리스,"서울특별시 구로구 가마산로25길 9, 네오팰리스 1층 101호 (구로동)",190231.419502544,443829.852920471,64.98,중저가,37.49662294584576,126.88743193621444,0.5828784526469903,3.0,1.0,1.0,46.333333333333336,2904066.0
556,563.0,563.0,563.0,이디야커피사당역점,20161205,영업/정상,,서울특별시 동작구 사당동 1046-39 ,"서울특별시 동작구 동작대로7길 100, 지상1층 (사당동)",197943.596570825,441665.052077071,87.20,중저가,37.47716796772733,126.97465021791858,0.1723265733468517,3.0,0.0,1.0,60.3111111111111,3375480.0
557,564.0,564.0,564.0,이디야커피 보라매공원점,20130107,영업/정상,,서울특별시 동작구 신대방동 498-2번지 1층 ,"서울특별시 동작구 여의대방로 90 (신대방동, 1층)",192561.217518531,443848.893266047,40.70,중저가,37.49681635770036,126.9137779039347,0.5476751981770192,1.0,0.0,0.0,26.58888888888889,2372532.0
558,565.0,565.0,565.0,이디야,20021025,영업/정상,,서울특별시 동작구 신대방동 395-69번지 보라매아카데미타워 613-1 ,"서울특별시 동작구 보라매로5가길 16 (신대방동,보라매아카데미타워 613-1)",193218.36400997,443239.581054145,22.20,중저가,37.49133156505428,126.92121483161708,0.8410202987422941,2.0,0.0,7.0,34.24444444444445,5364261.0
559,567.0,567.0,567.0,이디야 커피 노량진 CTS점,20101122,영업/정상,,서울특별시 동작구 노량진동 41-5번지 외 15필지 1층 102호 ,"서울특별시 동작구 노량진로 110 (노량진동,외 15필지 1층 102호)",194450.938572637,445665.826651026,41.25,중저가,37.513200295110245,126.9351337293222,1.0786669426172275,2.0,2.0,2.0,70.85555555555555,2352003.0
560,568.0,568.0,568.0,이디야신대방삼거리점 주식회사 앙크인베스트먼트,2010-09-13,영업/정상,,서울특별시 동작구 대방동 336-12,"서울특별시 동작구 상도로 78, 1층 (대방동)",193664.213108016,444152.219591072,60.70,중저가,37.49955762216505,126.92624835972748,0.1290872904923098,3.0,0.0,2.0,60.3111111111111,3027959.0
561,569.0,569.0,569.0,이디야대방역점,2013-04-08,영업/정상,,서울특별시 동작구 대방동 339-16 1층,"서울특별시 동작구 노량진로 24 (대방동, 1층)",193596.483942712,445632.68426838,40.95,중저가,37.512896093482,126.92546941007116,1.119916064092126,0.0,0.0,1.0,70.85555555555555,868775.0
562,570.0,570.0,570.0,이디야원자력병원점,20121029,폐업,20221007,서울특별시 노원구 공릉동 421-19 102호,"서울특별시 노원구 공릉로46길 6, 102호 (공릉동)",206948.010916259,458283.894144704,45.00,중저가,37.62687886911629,127.07660479145224,0.3616083598715701,2.0,2.0,0.0,60.3111111111111,2760815.0
563,571.0,571.0,571.0,이디야 총신대점,20181205,영업/정상,,서울특별시 동작구 사당동 224-13번지 ,"서울특별시 동작구 사당로16가길 96, 1,2층 (사당동)",197171.084110822,442544.958262826,66.00,중저가,37.48509384096137,126.96591317851237,0.4608325379750959,1.0,0.0,0.0,60.3111111111111,1944387.0
564,572.0,572.0,572.0,이디야상도중앙점,20201208,영업/정상,,서울특별시 동작구 상도동 19-17 ,"서울특별시 동작구 만양로 17, 1층 101, 102호 (상도동)",195262.421445475,444891.434223903,92.00,중저가,37.50622762064289,126.9443173501034,0.3317407923575328,1.0,0.0,0.0,60.3111111111111,652472.0
566,574.0,574.0,574.0,이디야 장승배기역점,20141008,폐업,20220317,서울특별시 동작구 상도동 370-12 ,"서울특별시 동작구 상도로 193, 1층 (상도동)",194640.207759822,444787.248802668,75.00,중저가,37.50528546803874,126.93728100366796,0.3402652739636828,3.0,0.0,2.0,60.3111111111111,1962075.0
567,575.0,575.0,575.0,이디야커피(신림대학동점),20190228,영업/정상,,서울특별시 관악구 신림동 1514-5번지 ,"서울특별시 관악구 호암로26길 17, 1층 (신림동)",194145.909561232,440956.752364675,99.46,중저가,37.4707696611492,126.931721443787,1.5277593039776003,3.0,0.0,3.0,70.85555555555555,4902301.0
568,576.0,576.0,576.0,이디야커피,20191223,영업/정상,,서울특별시 관악구 신림동 1641-19번지 ,"서울특별시 관악구 신림로 312, 1층 (신림동)",193755.09842247,442228.898655032,81.00,중저가,37.482229136477,126.92729264335384,0.2747172676120615,8.0,1.0,6.0,70.85555555555555,2995241.0
569,577.0,577.0,577.0,이디야 관악농협하나로마트점,20170424,영업/정상,,서울특별시 관악구 신림동 1668번지 ,"서울특별시 관악구 남부순환로 1369, 1층 1호 일부호 (신림동)",191334.658955208,441993.853241909,79.34,중저가,37.48009168691604,126.89992951064389,0.5883140812177993,1.0,0.0,0.0,70.85555555555555,3990888.0
570,578.0,578.0,578.0,이디야 낙성대역점,20171127,영업/정상,,서울특별시 관악구 봉천동 1685-21번지 ,"서울특별시 관악구 남부순환로 1915, 1층 (봉천동)",196588.666246939,441749.702697104,94.60,중저가,37.477926570693086,126.95933175266089,0.3508949329223128,2.0,0.0,3.0,70.85555555555555,15331268.0
571,579.0,579.0,579.0,이디야 봉천현대시장점,2017-11-29,영업/정상,,서울특별시 관악구 봉천동 899-31,"서울특별시 관악구 양녕로 39-1, 1층 (봉천동)",195220.634081764,442615.29832611,44.00,중저가,37.48571944183604,126.9438597200664,0.290582173477806,2.0,1.0,0.0,26.58888888888889,455124.0
572,580.0,580.0,580.0,이디야 인헌점,2016-09-19,폐업,2024-06-18,서울특별시 관악구 봉천동 1644-2,"서울특별시 관악구 인헌길 17, 1층 (봉천동)",197015.948286869,441394.18605618,141.47,중저가,37.47472486545139,126.96416387810427,0.8977826411735729,3.0,0.0,1.0,60.3111111111111,1099187.0
573,581.0,581.0,581.0,이디야커피 난곡사거리점,20171102,영업/정상,,서울특별시 관악구 신림동 1484-6,"서울특별시 관악구 남부순환로 1444, 1층 (신림동)",192082.654096615,442083.284222806,56.20,중저가,37.48090422152215,126.90838526590058,0.7673671577655325,0.0,0.0,1.0,60.3111111111111,1519758.0
574,582.0,582.0,582.0,이디야커피(신림패션문화점),20171106,영업/정상,,서울특별시 관악구 신림동 1451-2번지 ,"서울특별시 관악구 봉천로6길 24, 1층 (신림동)",193335.367224066,442939.675855699,62.42,중저가,37.4886302801882,126.9225405922921,0.7393834544520772,2.0,0.0,1.0,70.85555555555555,6007716.0
575,583.0,583.0,583.0,이디야,20180116,영업/정상,,서울특별시 관악구 신림동 241-22번지 ,"서울특별시 관악구 신림로 91, 1층 10호 (신림동)",194544.691396571,440901.965658555,74.80,중저가,37.4702784976625,126.93622986670664,1.6066373693106413,2.0,0.0,1.0,60.3111111111111,4902301.0
576,584.0,584.0,584.0,이디야 신림문화교점,2017-06-05,폐업,2023-06-12,서울특별시 관악구 신림동 808-368,"서울특별시 관악구 신림로 262-1, 1층 (신림동)",193979.051892767,441819.455921104,69.12,중저가,37.47854155438263,126.92982808435762,0.6484422912720192,2.0,1.0,0.0,43.78888888888888,3560125.0
577,585.0,585.0,585.0,이디야 신림남부초교점,20170810,영업/정상,,서울특별시 관악구 신림동 465-30번지 ,"서울특별시 관악구 남부순환로 1541-1, 1층 (신림동)",193021.620526554,442360.277207379,57.10,중저가,37.48340756053469,126.91899855325468,0.7042162984578691,0.0,0.0,0.0,70.85555555555555,110432.0
578,586.0,586.0,586.0,이디야 신림 신원점,2014-04-14,폐업,2024-08-26,서울특별시 관악구 신림동 1636-35,"서울특별시 관악구 신원로 16, 1층 (신림동)",193568.899365813,442070.694552412,68.00,중저가,37.480802426525926,126.92518883782564,0.5127394486776399,3.0,1.0,1.0,70.85555555555555,2995241.0
579,587.0,587.0,587.0,이디야 보라매중앙점,20170327,영업/정상,,"서울특별시 관악구 봉천동 1698-1번지 117-2, 118호 ","서울특별시 관악구 보라매로 62, 1층 117-2호, 118호 (봉천동)",193578.742465284,443547.049696825,62.00,중저가,37.49410445445366,126.92528712183233,0.6528520592738509,0.0,0.0,0.0,60.3111111111111,5364261.0
